Public Vehicle Type,Public Vehicle Number,Company Name,Vehicle Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Wheelchair Accessible,Affiliation,License Management,Inspection Type,Scheduled Inspection Date and Time,Result,Current
Taxi,3430,FA TAXI INC,ACTIVE,TOYOTA,RAV4,2018,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,11/20/2023 11:00,PENDING,TRUE
Taxi,4014,TAXI MEDALLION GROUP LLC SERIES XIV,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,8/2/2023 13:00,PENDING,TRUE
Taxi,6439,GZIE CO.,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,5/19/2023 9:00,PENDING,TRUE
Taxi,468,M ASANTE INC.,ACTIVE,TOYOTA,RAV4,2019,FALSE,Independent1,Owner Manager,SECOND_PERIOD,7/5/2023 10:00,PENDING,TRUE
Taxi,2608,"TAXI MEDALLION GROUP,LLC-SERIES V",ACTIVE,TOYOTA,PRIUS,2015,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,8/4/2023 13:00,PENDING,TRUE
Taxi,6826,TAXI MEDALLION GROUP LLC-SERIES 38,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,9/20/2023 13:00,PENDING,TRUE
Livery,7740,AMM'S LIMOUSINE SERVICE INC,ACTIVE,CHEVROLET,SUBURBAN,2015,FALSE,,,FIRST_PERIOD,6/20/2023 8:00,PENDING,TRUE
Taxi,6523,BAHABLA CORP,ACTIVE,TOYOTA,RAV4,2018,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,6/5/2023 10:00,PENDING,TRUE
Taxi,3617,CHICAGO 5 STAR TAXI CAB INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,7/19/2023 9:00,PENDING,TRUE
Taxi,1771,ES TAXI CORP.,FORECLOSURE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner Manager,RETEST,1/24/2023 9:00,PASSED,FALSE
Taxi,6949,CHI-TOWN TRANSIT INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,"Masters Medallion Management, LLC",SECOND_PERIOD,12/1/2023 9:00,PENDING,TRUE
Livery,7663,ALL AMERICAN LIMOUSINE INC,ACTIVE,LINCOLN,MKT,2018,FALSE,,,FIRST_PERIOD,6/1/2023 8:00,PENDING,TRUE
Livery,9138,KAMAL SINNOKROT,ACTIVE,CADILLAC,XTS,2016,FALSE,,,FIRST_PERIOD,5/12/2023 8:00,PENDING,TRUE
Taxi,3713,FREDERICK COBBOLD,ACTIVE,TOYOTA,RAV4,2016,FALSE,Checker Taxi Association Co.,Owner-Operator,SECOND_PERIOD,7/12/2023 10:00,PENDING,TRUE
Taxi,776,SEVEN DAY CAB CO,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Globe Taxi Association Inc,Owner Manager,SECOND_PERIOD,9/15/2023 9:00,PENDING,TRUE
Taxi,3359,"MRK 13, INC",ACTIVE,TOYOTA,CAMRY,2017,FALSE,Independent1,Owner-Operator,CHANGE_EQUIPMENT,1/10/2023 11:00,PASSED,FALSE
Taxi,6337,MANSOORI INC.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Flash Cab Co,Owner-Operator,FIRST_PERIOD,6/26/2023 9:00,PENDING,TRUE
Taxi,701,FULANI INC,ACTIVE,TOYOTA,RAV4,2018,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,10/5/2023 9:00,PENDING,TRUE
Taxi,1216,ES TAXI CORP.,FORECLOSURE,TOYOTA,PRIUS,2013,FALSE,Yellow Cab Association,Owner Manager,ROOFTOP_ADVERTISING,1/11/2023 10:00,PASSED,FALSE
Taxi,429,MCCAB VII CORP.,SURRENDER,TOYOTA,CAMRY,2012,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,8/1/2023 9:00,PENDING,TRUE
Taxi,4154,ILYAS & SONS,ACTIVE,TOYOTA,PRIUS,2011,FALSE,Globe Taxi Association Inc,Owner-Operator,RETEST,4/5/2023 13:00,PASSED,FALSE
Taxi,3881,MICHIGAN AVE CAB LLC,ACTIVE,FORD,FUSION,2018,FALSE,NORTHSTAR AFFILIATION,Star North Management LLC,FIRST_PERIOD,1/25/2023 9:00,PASSED,FALSE
Taxi,6589,TARAR MOTORS INC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,1/17/2023 10:00,FAILED,FALSE
Taxi,2100,QUAMENS INC,SURRENDER,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,2/21/2023 10:00,FAILED,FALSE
Taxi,5167,5167 TAXI INC,ACTIVE,TOYOTA,SIENNA,2016,TRUE,Independent1,Owner-Operator,SECOND_PERIOD,10/3/2023 8:00,PENDING,TRUE
Taxi,1959,DT TAXI EXPRESS INC,ACTIVE,TOYOTA,SIENNA,2020,TRUE,Independent1,Owner-Operator,RETEST,1/17/2023 10:00,FAILED,FALSE
Taxi,3822,THE HIGHSIERRA INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Globe Taxi Association Inc,Owner-Operator,FIRST_PERIOD,5/10/2023 8:00,PENDING,TRUE
Taxi,947,BIG TONKA INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Globe Taxi Association Inc,Owner Manager,SECOND_PERIOD,10/17/2023 11:00,PENDING,TRUE
Taxi,6220,FABULOUS INC,ACTIVE,VPG,MV-1,2014,TRUE,Independent1,Owner Manager,SECOND_PERIOD,8/11/2023 8:00,PENDING,TRUE
Taxi,5512,JESSIE 1 INC.,ACTIVE,TOYOTA,PRIUS,2013,FALSE,City Service Taxi Association,Owner Manager,SECOND_PERIOD,8/8/2023 11:00,PENDING,TRUE
Livery,9170,"H & S LIMO SERVICES, INC.",ACTIVE,LINCOLN,CONTINENTAL,2018,FALSE,,,FIRST_PERIOD,5/29/2023 8:00,PENDING,TRUE
Taxi,3412,3412 TAXI CORP,ACTIVE,TOYOTA,RAV4,2014,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,12/14/2023 11:00,PENDING,TRUE
Taxi,6393,LALA TAXI CORP.,ACTIVE,TOYOTA,RAV4,2018,FALSE,Independent1,Owner Manager,SECOND_PERIOD,9/21/2023 9:00,PENDING,TRUE
Taxi,935,CHICAGO MEDALLION SIX LLC.,FORECLOSURE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,11/16/2023 10:00,PENDING,TRUE
Taxi,3295,SHANDY DALLAS INC.,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Independent1,Owner-Operator,FIRST_PERIOD,6/27/2023 11:00,PENDING,TRUE
Ambulance,5410,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2012,FALSE,,,FIRST_PERIOD,6/29/2023 8:00,PENDING,TRUE
Taxi,2175,N.S.O CAB INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/22/2023 11:00,PENDING,TRUE
Ambulance,817736,"LIFELINE AMBULANCE, LLC",ACTIVE,FORD,E350,2013,FALSE,,,FIRST_PERIOD,4/5/2023 8:00,NO_SHOW,FALSE
Taxi,5229,GHAOTHY L.L.C.,ACTIVE,TOYOTA,CAMRY,2016,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,10/25/2023 11:00,PENDING,TRUE
Taxi,5456,DNY TAXI INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Sun Taxi Association Inc,Owner-Operator,SECOND_PERIOD,11/16/2023 10:00,PENDING,TRUE
Livery,9903,NA LIMO CORP,ACTIVE,FORD,EXPEDITION,2016,FALSE,,,FIRST_PERIOD,6/27/2023 8:00,PENDING,TRUE
Taxi,6087,YCD CORPORATION,ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,4/5/2023 11:00,FAILED,FALSE
Taxi,563,HYDRA CAB CORP,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,SECOND_PERIOD,12/20/2023 10:00,PENDING,TRUE
Taxi,3004,NORTH CAB CO,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,1/24/2023 10:00,PASSED,FALSE
Taxi,1972,JESUS IS LORD CORP.,ACTIVE,TOYOTA,RAV4,2017,FALSE,INDEPENDENT3,Owner-Operator,FIRST_PERIOD,5/9/2023 13:00,PENDING,TRUE
Taxi,3587,ORANMONSE INC,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,10/13/2023 11:00,PENDING,TRUE
Ambulance,794902,TRACE AMBULANCE INC,ACTIVE,FORD,E350,2016,FALSE,,,FIRST_PERIOD,5/8/2023 8:00,PENDING,TRUE
Taxi,5679,AHTZ CAB CO,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,12/29/2023 9:00,PENDING,TRUE
Livery,8538,EASY  RIDE LLC,ACTIVE,LEXUS,GS 200T,2017,FALSE,,,FIRST_PERIOD,1/31/2023 8:00,PASSED,FALSE
Taxi,2175,N.S.O CAB INC,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,1/26/2023 10:00,FAILED,FALSE
Taxi,4742,JUICY J INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Globe Taxi Association Inc,Owner Manager,FIRST_PERIOD,4/19/2023 11:00,PENDING,TRUE
Taxi,333,LIBRA TAXI INC,ACTIVE,VPG,MV-1,2014,TRUE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,10/30/2023 8:00,PENDING,TRUE
Taxi,932,NECT 37 LLC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",ROOFTOP_ADVERTISING,4/5/2023 9:00,PASSED,FALSE
Livery,8521,STARGAZING LIMO AND CHAUFFEUR SERVICES LLC,VIOLATION,CHEVROLET,SUBURBAN,2017,FALSE,,,FIRST_PERIOD,4/24/2023 8:00,PENDING,TRUE
Taxi,4720,"NAXOS TRANS, INC.",ACTIVE,TOYOTA,SIENNA,2019,TRUE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,1/13/2023 11:00,PASSED,FALSE
Taxi,6355,TOMMY & JERRY TAXI INC,ACTIVE,TOYOTA,PRIUS,2017,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,7/26/2023 11:00,PENDING,TRUE
Taxi,5903,777 CAB COMPANY,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,4/26/2023 14:00,PENDING,TRUE
Taxi,3960,"FAITHFULNESS TRANS, INC",ACTIVE,TOYOTA,COROLLA,2020,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,4/20/2023 11:00,PENDING,TRUE
Livery,8778,WINDY CITY LUX LTD.,ACTIVE,CHEVROLET,SUBURBAN,2016,FALSE,,,FIRST_PERIOD,4/19/2023 8:00,PENDING,TRUE
Taxi,2292,G.F.G. CAB CO,SURRENDER,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,"Masters Medallion Management, LLC",SECOND_PERIOD,9/11/2023 8:00,PENDING,TRUE
Taxi,4683,4683 TAXI INC,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Globe Taxi Association Inc,Owner-Operator,FIRST_PERIOD,5/11/2023 11:00,PENDING,TRUE
Taxi,4121,SWEET FOUR INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,10/24/2023 9:00,PENDING,TRUE
Taxi,556,MCCAB XIV CORP.,ACTIVE,TOYOTA,SIENNA,2018,TRUE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/10/2023 10:00,PENDING,TRUE
Taxi,4181,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,PRIUS,2010,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,1/25/2023 11:00,PASSED,FALSE
Taxi,6639,DIAMOND JUBILEE ENT INC,ACTIVE,TOYOTA,PRIUS,2016,FALSE,Independent2,Owner-Operator,SECOND_PERIOD,12/27/2023 10:00,PENDING,TRUE
Taxi,4289,BARAKHA INC.,ACTIVE,TOYOTA,CAMRY,2012,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,8/10/2023 11:00,PENDING,TRUE
Taxi,124,SHARK 2020 INC,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/20/2023 13:00,PENDING,TRUE
Taxi,363,NECT 31 LLC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",FIRST_PERIOD,4/19/2023 8:00,PENDING,TRUE
Taxi,4872,DINIA TRANSPORT INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Sun Taxi Association Inc,Owner-Operator,CHANGE_EQUIPMENT,1/26/2023 11:00,FAILED,FALSE
Taxi,6942,SKI CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,6/13/2023 11:00,PENDING,TRUE
Taxi,1051,NECT 43 LLC,FORECLOSURE,FORD,ESCAPE,2010,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",RETEST,1/17/2023 13:00,PASSED,FALSE
Taxi,2016,KAMM TRAVEL INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,8/30/2023 10:00,PENDING,TRUE
Ambulance,721411,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2013,FALSE,,,FIRST_PERIOD,1/18/2023 8:00,FAILED,FALSE
Taxi,1702,SARA ELIAS INC,ACTIVE,TOYOTA,CAMRY,2012,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,8/3/2023 8:00,PENDING,TRUE
Taxi,1799,ZAYDOMAR TRANSIT INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,Owner-Operator,FIRST_PERIOD,6/29/2023 8:00,PENDING,TRUE
Taxi,3806,"NOORAMZI, INC.",ACTIVE,TOYOTA,SIENNA,2018,TRUE,Independent1,Owner-Operator,SECOND_PERIOD,10/4/2023 10:00,PENDING,TRUE
Taxi,3472,BIG M CAB CO,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Koam Taxi Association,Owner Manager,SECOND_PERIOD,12/19/2023 9:00,PENDING,TRUE
Livery,8216,LONNI INTERNATIONAL INC.,ACTIVE,GMC,YUKON XL,2018,FALSE,,,RETEST,1/13/2023 11:00,PASSED,FALSE
Taxi,5154,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,4/5/2023 9:00,PASSED,FALSE
Ambulance,721411,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,MERCEDES,SPRINTER,2013,FALSE,,,RETEST,2/1/2023 8:00,PASSED,FALSE
Taxi,6382,"SHUCHONA, CORP",ACTIVE,TOYOTA,CAMRY,2015,FALSE,City Service Taxi Association,Owner Manager,FIRST_PERIOD,1/27/2023 11:00,PASSED,FALSE
Taxi,2239,T.K. BLAGOEV & CO INC,ACTIVE,TOYOTA,CAMRY,2014,FALSE,City Service Taxi Association,Medallion Management Corp.,SECOND_PERIOD,10/24/2023 8:00,PENDING,TRUE
Taxi,1930,COMFORT CAB CORPORATION,FORECLOSURE,TOYOTA,CAMRY,2014,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,7/11/2023 8:00,PENDING,TRUE
Taxi,6940,SKI CORP,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/8/2023 11:00,PENDING,TRUE
Taxi,3751,"BSB TRANS, INC.",ACTIVE,TOYOTA,SIENNA,2017,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,1/31/2023 8:00,PASSED,FALSE
Livery,8758,CHICAGO EMPIRE LIMOUSINE INC,ACTIVE,LINCOLN,NAVIGATOR,2017,FALSE,,,FIRST_PERIOD,6/21/2023 8:00,PENDING,TRUE
Taxi,5471,A. N. CAB CO. INC,ACTIVE,TOYOTA,PRIUS,2016,FALSE,Flash Cab Co,Owner Manager,FIRST_PERIOD,4/18/2023 8:00,PENDING,TRUE
Livery,8838,DDSSBOS LLC,ACTIVE,LINCOLN,CONTINENTAL,2018,FALSE,,,FIRST_PERIOD,6/9/2023 8:00,PENDING,TRUE
Taxi,2168,K BAKALOV CAB CO.,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Sun Taxi Association Inc,Owner Manager,SECOND_PERIOD,12/19/2023 13:00,PENDING,TRUE
Taxi,3851,SANG IN,SURRENDER,TOYOTA,CAMRY,2016,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",SECOND_PERIOD,10/3/2023 10:00,PENDING,TRUE
Taxi,3521,NECT 2 INC.,FORECLOSURE,DODGE,GRAND CARAVAN,2012,TRUE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,8/3/2023 11:00,PENDING,TRUE
Livery,8341,JAY'S LIMO SERVICE INC,ACTIVE,CHEVROLET,SUBURBAN,2018,FALSE,,,FIRST_PERIOD,5/8/2023 8:00,PENDING,TRUE
Taxi,5440,CENSAT TRANS INC,ACTIVE,TOYOTA,CAMRY,2011,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,12/29/2023 8:00,PENDING,TRUE
Taxi,3854,NEGELE ARSI INC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,11/21/2023 9:00,PENDING,TRUE
Taxi,6460,FARHAN TRANSPORTATION INC.,ACTIVE,TOYOTA,PRIUS,2011,FALSE,Flash Cab Co,Owner Manager,SECOND_PERIOD,8/4/2023 9:00,PENDING,TRUE
Ambulance,721474,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ACTIVE,FORD,TRANSIT,2019,FALSE,,,FIRST_PERIOD,5/16/2023 8:00,PENDING,TRUE
Taxi,102,CHITOWN CAB INC. #IV,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",SECOND_PERIOD,8/28/2023 10:00,PENDING,TRUE
Taxi,6477,KYS. ERINI INC,ACTIVE,TOYOTA,RAV4,2016,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,5/31/2023 10:00,PENDING,TRUE
Taxi,6959,JEEG CAB CORPORATION,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Flash Cab Co,Owner Manager,FIRST_PERIOD,1/17/2023 13:00,PASSED,FALSE
Taxi,5020,TAXI MEDALLION GROUP LLC SERIES 28,ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,1/20/2023 10:00,PASSED,FALSE
Taxi,5500,HIGH RIDER 1 INC,ACTIVE,TOYOTA,COROLLA,2016,FALSE,Flash Cab Co,Owner-Operator,RETEST,1/18/2023 11:00,PASSED,FALSE
Taxi,6438,ABUN CORP,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Choice Taxi Association Inc,Owner Manager,SECOND_PERIOD,12/15/2023 11:00,PENDING,TRUE
Taxi,2182,SAMGATE ACKERPATT,ACTIVE,TOYOTA,CAMRY,2013,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,9/15/2023 10:00,PENDING,TRUE
Taxi,3047,"AP & BENNY, INC",ACTIVE,TOYOTA,SCION,2015,FALSE,City Service Taxi Association,Owner-Operator,RETEST,1/4/2023 9:00,PASSED,FALSE
Taxi,4674,REX 4 INC.,FORECLOSURE,VPG,MV-1,2014,TRUE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,11/20/2023 8:00,PENDING,TRUE
Taxi,2616,CORPORAL CAB CO,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,FIRST_PERIOD,5/17/2023 9:00,PENDING,TRUE
Taxi,4135,SARAH AND SAMIR CO.,ACTIVE,TOYOTA,PRIUS,2011,FALSE,City Service Taxi Association,Owner-Operator,SECOND_PERIOD,7/5/2023 9:00,PENDING,TRUE
Livery,7068,AMM'S LIMOUSINE SERVICE INC,ACTIVE,CHEVROLET,SUBURBAN,2016,FALSE,,,FIRST_PERIOD,5/23/2023 8:00,PENDING,TRUE
Taxi,2748,GRAND CAB COMPANY,ACTIVE,TOYOTA,PRIUS,2013,FALSE,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",SECOND_PERIOD,7/18/2023 9:00,PENDING,TRUE
Taxi,2651,MEBRET CORP.,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,4/28/2023 9:00,PENDING,TRUE
Taxi,1420,SAMOS CAB CORP,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,Top Cab Association,Top Cab Corp.,SECOND_PERIOD,11/29/2023 10:00,PENDING,TRUE
Taxi,4361,MITTY TWO INC.,ACTIVE,TOYOTA,RAV4,2017,FALSE,Choice Taxi Association Inc,Owner-Operator,SECOND_PERIOD,11/1/2023 9:00,PENDING,TRUE
Taxi,1580,PARIKH ENTERPRISES III INC,ACTIVE,DODGE,GRAND CARAVAN,2017,TRUE,Flash Cab Co,"Masters Medallion Management, LLC",FIRST_PERIOD,5/23/2023 8:00,PENDING,TRUE
Taxi,3078,KALLIANI CAB INC,ACTIVE,HYUNDAI,ELANTRA,2017,FALSE,CHICAGO CITY TAXI ASSOC,Owner Manager,SECOND_PERIOD,8/23/2023 9:00,PENDING,TRUE
Taxi,2315,MADJID R. GARIBI,ACTIVE,TOYOTA,CAMRY,2019,FALSE,American-United Cab Assn,Owner-Operator,SECOND_PERIOD,12/6/2023 9:00,PENDING,TRUE
Ambulance,721407,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",INACTIVE,MERCEDES,SPRINTER,2016,FALSE,,,FIRST_PERIOD,6/9/2023 8:00,PENDING,TRUE
Taxi,2118,LUCKY TAXICAB INC,ACTIVE,TOYOTA,RAV4,2016,FALSE,City Service Taxi Association,Owner-Operator,FIRST_PERIOD,4/5/2023 13:00,FAILED,FALSE
Taxi,2837,"WALTER TRANS, INC.",ACTIVE,TOYOTA,SIENNA,2019,TRUE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,7/13/2023 11:00,PENDING,TRUE
Taxi,2623,CORPORAL CAB CO,ACTIVE,TOYOTA,PRIUS,2015,FALSE,Flash Cab Co,Chicago Taxicab Management Inc.,SECOND_PERIOD,11/15/2023 10:00,PENDING,TRUE
Taxi,2342,OAM INC,ACTIVE,TOYOTA,CAMRY,2015,FALSE,Sun Taxi Association Inc,"Sun Financial Services, Inc.",FIRST_PERIOD,4/27/2023 8:00,PENDING,TRUE
Taxi,3569,TAXI MEDALLION GROUPLLC SERIESXXIII,ACTIVE,VPG,MV-1,2014,TRUE,Yellow Cab Association,Owner Manager,SECOND_PERIOD,7/14/2023 13:00,PENDING,TRUE
Taxi,681,NECT 45 LLC,FORECLOSURE,FORD,ESCAPE,2011,FALSE,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",SECOND_PERIOD,12/18/2023 8:00,PENDING,TRUE
Taxi,1623,JAM TRANS INC,ACTIVE,TOYOTA,RAV4,2017,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,8/8/2023 8:00,PENDING,TRUE
Taxi,4267,NEW DELUXE INC,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Yellow Cab Association,Owner-Operator,FIRST_PERIOD,6/7/2023 9:00,PENDING,TRUE
Taxi,5281,BAHAYLAY INC,ACTIVE,TOYOTA,CAMRY,2016,FALSE,INDEPENDENT4,Owner-Operator,SECOND_PERIOD,8/17/2023 11:00,PENDING,TRUE
Taxi,5315,PAACONNIE INC.,ACTIVE,TOYOTA,RAV4,2017,FALSE,Yellow Cab Association,Owner-Operator,SECOND_PERIOD,11/20/2023 11:00,PENDING,TRUE
Taxi,4523,HAZAL TRANSIT INC.,ACTIVE,TOYOTA,SIENNA,2019,TRUE,Independent1,Owner-Operator,SECOND_PERIOD,12/11/2023 9:00,PENDING,TRUE
Taxi,2125,"GHANATTA ENTERPRISE COMPANY, INC.",ACTIVE,TOYOTA,CAMRY,2014,FALSE,City Service Taxi Association,Medallion Management Corp.,SECOND_PERIOD,7/18/2023 8:00,PENDING,TRUE
Taxi,612,DRAKE GLOBAL ENTERPRISES INC.,FORECLOSURE,TOYOTA,COROLLA,2015,FALSE,Top Cab Association,Owner Manager,SECOND_PERIOD,9/26/2023 11:00,PENDING,TRUE
Taxi,3526,SOLOMON GAIM INC.,ACTIVE,TOYOTA,RAV4,2017,FALSE,Choice Taxi Association Inc,Owner Manager,FIRST_PERIOD,6/14/2023 10:00,PENDING,TRUE
Taxi,4619,NNNM CAB CO,ACTIVE,TOYOTA,CAMRY,2014,FALSE,Blue Ribbon Assn Inc,Owner-Operator,SECOND_PERIOD,11/16/2023 8:00,PENDING,TRUE
Taxi,4904,JOLY CAB CO,ACTIVE,TOYOTA,RAV4,2017,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,12/8/2023 8:00,PENDING,TRUE
Taxi,1982,CHICAGO CAB CORP.,FORECLOSURE,HYUNDAI,ELANTRA,2018,FALSE,CHICAGO CITY TAXI ASSOC,Top Cab Corp.,FIRST_PERIOD,5/9/2023 9:00,PENDING,TRUE
Taxi,4790,B DJAOUIDA INC,ACTIVE,TOYOTA,CAMRY,2018,FALSE,Flash Cab Co,Owner-Operator,SECOND_PERIOD,12/11/2023 10:00,PENDING,TRUE
Taxi,2045,TUCSON CAB CORP,ACTIVE,TOYOTA,XB,2015,FALSE,Independent1,Owner-Operator,SECOND_PERIOD,7/24/2023 9:00,PENDING,TRUE
Taxi,4542,4542 TAXI INC,ACTIVE,TOYOTA,RAV4,2017,FALSE,Globe Taxi Association Inc,Owner-Operator,SECOND_PERIOD,11/8/2023 9:00,PENDING,TRUE
Taxi,5627,"TAXI MEDALLION GROUP, LLC SERIES 31",ACTIVE,TOYOTA,CAMRY,2017,FALSE,Yellow Cab Association,Owner Manager,FIRST_PERIOD,5/19/2023 10:00,PENDING,TRUE
Taxi,5074,AHZMI INC,ACTIVE,TOYOTA,PRIUS,2012,FALSE,Independent1,Owner Manager,FIRST_PERIOD,4/5/2023 13:00,PASSED,FALSE
Taxi,6689,SIAM INCORPORATED I,ACTIVE,TOYOTA,PRIUS,2014,FALSE,Choice Taxi Association Inc,Choice Taxi Association,SECOND_PERIOD,11/1/2023 10:00,PENDING,TRUE
Taxi,2426,FARHAN TRANSPORTATION INC.,SURRENDER,TOYOTA,PRIUS,2011,FALSE,Flash Cab Co,Owner Manager,CHANGE_EQUIPMENT,11/13/2023 8:00,PENDING,TRUE
